Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,338
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,338
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,340
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,342
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,343
201907,French Bee,BF,French Bee,BF,International,Europe,Deplaned,Other,International,A,343
201603,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,344
201903,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,344
200905,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,345
201505,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,B,345
200603,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,346
201006,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,346
201905,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,346
201012,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,347
201102,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,348
201803,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,348
201904,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,348
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,349
200706,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,350
201807,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,350
201512,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,351
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,352
200508,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,353
201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,353
201602,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,353
201805,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,355
200802,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,357
201907,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,Terminal 3,E,360
201004,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,361
201510,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,361
201606,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,361
201805,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Other,International,G,361
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,362
201503,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,362
201509,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,362
200612,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,363
200701,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,363
200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,363
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,364
201107,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,364
201909,French Bee,BF,French Bee,BF,International,Europe,Deplaned,Other,International,A,365
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,366
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,366
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,366
201906,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,366
200607,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,367
201404,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,368
201808,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,368
201904,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,368
201905,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,368
201906,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,368
201906,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,368
201710,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,369
201104,Virgin America,VX,Virgin America,VX,International,Canada,Enplaned,Low Fare,International,A,370
201904,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,Terminal 3,F,371
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,372
201708,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,372
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,373
201801,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,374
201608,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,375
201807,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,A,375
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,377
201307,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,377
201805,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,377
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,378
201508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,378
201905,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,378
201511,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,379
201810,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,379
201501,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,380
201907,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,380
200603,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,381
201907,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,381
200809,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,382
201004,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,382
201703,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,384
201804,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,384
201805,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,G,384
200711,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,385
201605,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,386
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,387
201511,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,387
201709,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,388
201812,Finnair,AY,Finnair,AY,International,Europe,Deplaned,Other,International,A,388
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,389
200612,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,391
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,391
201807,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,392
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,393
201905,French Bee,BF,French Bee,BF,International,Europe,Deplaned,Other,International,A,393
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,394
201710,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,394
201604,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,395
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,396
201908,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,397
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,398
201906,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,Terminal 3,F,398
200706,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,399
201206,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,399
201304,Swissport USA,,Swissport USA,,Domestic,US,Deplaned,Other,International,A,399
201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,402
201102,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,402
201806,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,402
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,404
201612,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,404
201510,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,406
201811,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,408
200812,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,409
201604,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,410
200802,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,411
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,411
201211,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,411
201603,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,411
201604,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,411
200709,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,412
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,412
201702,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,412
201811,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,414
201812,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Other,International,A,414
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,415
201801,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,416
201806,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,416
201103,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,417
201206,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,418
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,420
200701,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,421
201006,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,421
201812,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,421
200601,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,422
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,422
200709,ATA Airlines,TZ,ATA Airlines,TZ,International,Canada,Enplaned,Low Fare,International,A,423
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,426
201712,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,426
201804,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,426
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,427
201807,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,428
201710,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,431
201904,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,432
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,433
200811,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,434
201706,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,E,435
201808,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,435
200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,436
201208,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,436
201904,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,437
201405,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,439
